event_date,start_time,peak_time,end_time,goes_class,goes_location,noaa_active_region
2014-02-01,2014-02-01 07:14:00.000,2014-02-01 07:23:00.000,2014-02-01 07:36:00.000,M3.0,"(-23, -11)",11967
2014-02-02,2014-02-02 06:24:00.000,2014-02-02 06:34:00.000,2014-02-02 06:37:00.000,M2.6,"(-18, 12)",11968
2014-02-02,2014-02-02 07:17:00.000,2014-02-02 08:20:00.000,2014-02-02 08:29:00.000,M2.2,"(-14, -10)",11967
2014-02-02,2014-02-02 09:24:00.000,2014-02-02 09:31:00.000,2014-02-02 09:36:00.000,M4.4,"(-13, -11)",11967
2014-02-02,2014-02-02 14:01:00.000,2014-02-02 14:06:00.000,2014-02-02 14:09:00.000,M1.3,"(0, 0)",11967
2014-02-02,2014-02-02 16:24:00.000,2014-02-02 16:29:00.000,2014-02-02 16:36:00.000,M1.0,"(0, 0)",0
2014-02-02,2014-02-02 18:05:00.000,2014-02-02 18:11:00.000,2014-02-02 18:18:00.000,M3.1,"(0, 0)",11967
2014-02-02,2014-02-02 21:24:00.000,2014-02-02 22:04:00.000,2014-02-02 22:14:00.000,M1.3,"(0, 0)",11967
2014-02-04,2014-02-04 01:16:00.000,2014-02-04 01:23:00.000,2014-02-04 01:31:00.000,M3.8,"(13, 9)",11968
2014-02-04,2014-02-04 03:57:00.000,2014-02-04 04:00:00.000,2014-02-04 04:06:00.000,M5.2,"(6, -14)",11967
2014-02-04,2014-02-04 09:38:00.000,2014-02-04 09:49:00.000,2014-02-04 09:58:00.000,M1.4,"(0, 0)",11967
2014-02-04,2014-02-04 15:25:00.000,2014-02-04 16:02:00.000,2014-02-04 16:49:00.000,M1.5,"(12, -12)",11967
2014-02-05,2014-02-05 16:11:00.000,2014-02-05 16:20:00.000,2014-02-05 16:42:00.000,M1.3,"(0, 0)",11967
2014-02-06,2014-02-06 22:56:00.000,2014-02-06 23:05:00.000,2014-02-06 23:10:00.000,M1.5,"(0, 0)",11967
2014-02-07,2014-02-07 04:47:00.000,2014-02-07 04:56:00.000,2014-02-07 05:04:00.000,M2.0,"(50, -15)",11967
2014-02-07,2014-02-07 10:25:00.000,2014-02-07 10:29:00.000,2014-02-07 10:31:00.000,M1.9,"(53, 9)",11968
2014-02-09,2014-02-09 15:40:00.000,2014-02-09 16:17:00.000,2014-02-09 16:52:00.000,M1.0,"(0, 0)",0
2014-02-11,2014-02-11 03:22:00.000,2014-02-11 03:31:00.000,2014-02-11 03:39:00.000,M1.7,"(-17, -12)",11974
2014-02-11,2014-02-11 16:34:00.000,2014-02-11 16:51:00.000,2014-02-11 17:10:00.000,M1.8,"(0, 0)",11974
2014-02-12,2014-02-12 03:52:00.000,2014-02-12 04:25:00.000,2014-02-12 04:38:00.000,M3.7,"(2, -12)",11974
2014-02-12,2014-02-12 06:54:00.000,2014-02-12 06:58:00.000,2014-02-12 07:04:00.000,M2.3,"(0, 0)",11974
2014-02-12,2014-02-12 15:41:00.000,2014-02-12 15:51:00.000,2014-02-12 16:15:00.000,M2.1,"(0, 0)",11974
2014-02-13,2014-02-13 01:32:00.000,2014-02-13 01:40:00.000,2014-02-13 01:50:00.000,M1.8,"(0, 0)",0
2014-02-13,2014-02-13 02:41:00.000,2014-02-13 02:51:00.000,2014-02-13 03:04:00.000,M1.0,"(0, 0)",11974
2014-02-13,2014-02-13 05:49:00.000,2014-02-13 06:07:00.000,2014-02-13 06:13:00.000,M1.7,"(0, 0)",11974
2014-02-13,2014-02-13 08:05:00.000,2014-02-13 08:12:00.000,2014-02-13 08:19:00.000,M1.0,"(13, -12)",11974
2014-02-13,2014-02-13 15:45:00.000,2014-02-13 15:57:00.000,2014-02-13 16:06:00.000,M1.4,"(0, 0)",0
2014-02-14,2014-02-14 02:40:00.000,2014-02-14 02:57:00.000,2014-02-14 03:10:00.000,M2.3,"(25, -12)",11974
2014-02-14,2014-02-14 12:29:00.000,2014-02-14 12:40:00.000,2014-02-14 12:45:00.000,M1.6,"(36, -15)",11974
2014-02-14,2014-02-14 13:21:00.000,2014-02-14 13:28:00.000,2014-02-14 13:39:00.000,M1.1,"(0, 0)",11974
2014-02-14,2014-02-14 16:33:00.000,2014-02-14 16:39:00.000,2014-02-14 16:42:00.000,M1.0,"(32, -13)",11974
2014-02-16,2014-02-16 09:20:00.000,2014-02-16 09:26:00.000,2014-02-16 09:29:00.000,M1.1,"(-1, -11)",11977
2014-02-20,2014-02-20 07:26:00.000,2014-02-20 07:56:00.000,2014-02-20 08:25:00.000,M3.0,"(73, -15)",11976
2014-02-23,2014-02-23 05:50:00.000,2014-02-23 06:10:00.000,2014-02-23 06:36:00.000,M1.1,"(0, 0)",0
2014-02-24,2014-02-24 11:03:00.000,2014-02-24 11:17:00.000,2014-02-24 11:42:00.000,M1.2,"(0, 0)",11990
2014-02-24,2014-02-24 12:00:00.000,2014-02-24 12:05:00.000,2014-02-24 12:10:00.000,M1.3,"(0, 0)",11990
2014-02-25,2014-02-25 00:39:00.000,2014-02-25 00:49:00.000,2014-02-25 01:03:00.000,X4.9,"(-82, -12)",11990
2014-02-26,2014-02-26 14:52:00.000,2014-02-26 15:01:00.000,2014-02-26 15:10:00.000,M1.1,"(0, 0)",11982
2014-02-28,2014-02-28 00:44:00.000,2014-02-28 00:48:00.000,2014-02-28 00:50:00.000,M1.1,"(-53, -24)",11991
2014-03-01,2014-03-01 13:18:00.000,2014-03-01 13:33:00.000,2014-03-01 13:40:00.000,M1.1,"(0, 0)",11982
2014-03-02,2014-03-02 23:11:00.000,2014-03-02 23:19:00.000,2014-03-02 23:26:00.000,M1.1,"(74, 15)",11986
2014-03-03,2014-03-03 15:54:00.000,2014-03-03 15:58:00.000,2014-03-03 16:01:00.000,M1.2,"(36, 5)",11989
2014-03-05,2014-03-05 02:06:00.000,2014-03-05 02:10:00.000,2014-03-05 02:12:00.000,M1.0,"(0, 0)",11991
2014-03-08,2014-03-08 23:26:00.000,2014-03-08 23:41:00.000,2014-03-08 23:50:00.000,M1.4,"(0, 0)",12002
2014-03-09,2014-03-09 13:52:00.000,2014-03-09 13:58:00.000,2014-03-09 14:05:00.000,M1.0,"(-58, -17)",12002
2014-03-09,2014-03-09 20:13:00.000,2014-03-09 20:28:00.000,2014-03-09 20:35:00.000,M1.0,"(-54, -19)",12002
2014-03-10,2014-03-10 00:19:00.000,2014-03-10 00:26:00.000,2014-03-10 00:33:00.000,M1.1,"(-52, -19)",12002
2014-03-10,2014-03-10 04:02:00.000,2014-03-10 04:08:00.000,2014-03-10 04:13:00.000,M1.0,"(0, 0)",12002
2014-03-10,2014-03-10 15:21:00.000,2014-03-10 15:28:00.000,2014-03-10 15:32:00.000,M1.7,"(0, 0)",12002
2014-03-10,2014-03-10 22:45:00.000,2014-03-10 23:00:00.000,2014-03-10 23:12:00.000,M1.4,"(51, 14)",11996
2014-03-11,2014-03-11 03:44:00.000,2014-03-11 03:50:00.000,2014-03-11 03:56:00.000,M3.5,"(55, 13)",11996
2014-03-11,2014-03-11 11:58:00.000,2014-03-11 12:07:00.000,2014-03-11 12:14:00.000,M1.7,"(0, 0)",11991
2014-03-12,2014-03-12 10:55:00.000,2014-03-12 11:05:00.000,2014-03-12 11:11:00.000,M2.5,"(69, 13)",11996
2014-03-12,2014-03-12 22:28:00.000,2014-03-12 22:34:00.000,2014-03-12 22:39:00.000,M9.3,"(78, 15)",11996
2014-03-13,2014-03-13 19:03:00.000,2014-03-13 19:19:00.000,2014-03-13 19:30:00.000,M1.2,"(0, 0)",11996
2014-03-20,2014-03-20 03:42:00.000,2014-03-20 03:56:00.000,2014-03-20 04:08:00.000,M1.7,"(-35, -14)",12010
2014-03-22,2014-03-22 06:58:00.000,2014-03-22 07:02:00.000,2014-03-22 07:05:00.000,M1.1,"(71, -10)",12011
2014-03-28,2014-03-28 19:04:00.000,2014-03-28 19:18:00.000,2014-03-28 19:27:00.000,M2.0,"(21, 11)",12017
2014-03-28,2014-03-28 23:44:00.000,2014-03-28 23:51:00.000,2014-03-28 23:58:00.000,M2.6,"(0, 0)",12017
2014-03-29,2014-03-29 17:35:00.000,2014-03-29 17:48:00.000,2014-03-29 17:54:00.000,X1.0,"(32, 11)",12017
2014-03-30,2014-03-30 11:48:00.000,2014-03-30 11:55:00.000,2014-03-30 12:02:00.000,M2.1,"(43, 8)",12017
2014-03-31,2014-03-31 07:20:00.000,2014-03-31 08:07:00.000,2014-03-31 08:18:00.000,M1.4,"(77, -15)",12014
2014-04-02,2014-04-02 13:18:00.000,2014-04-02 14:05:00.000,2014-04-02 14:28:00.000,M6.5,"(-53, 14)",12027
2014-04-16,2014-04-16 19:54:00.000,2014-04-16 19:59:00.000,2014-04-16 20:04:00.000,M1.0,"(-9, -14)",12035
2014-04-18,2014-04-18 12:31:00.000,2014-04-18 13:03:00.000,2014-04-18 13:20:00.000,M7.3,"(0, 0)",12036
2014-04-25,2014-04-25 00:17:00.000,2014-04-25 00:27:00.000,2014-04-25 00:38:00.000,X1.3,"(0, 0)",12035
2014-05-06,2014-05-06 08:41:00.000,2014-05-06 09:03:00.000,2014-05-06 09:21:00.000,M1.8,"(84, -15)",12051
2014-05-06,2014-05-06 22:01:00.000,2014-05-06 22:09:00.000,2014-05-06 22:20:00.000,M1.0,"(57, -10)",12051
2014-05-07,2014-05-07 16:07:00.000,2014-05-07 16:29:00.000,2014-05-07 17:03:00.000,M1.2,"(-50, 15)",12055
2014-05-08,2014-05-08 09:59:00.000,2014-05-08 10:07:00.000,2014-05-08 10:18:00.000,M5.2,"(0, 0)",12056
2014-05-24,2014-05-24 18:26:00.000,2014-05-24 18:35:00.000,2014-05-24 18:44:00.000,M1.3,"(0, 0)",12065
2014-06-03,2014-06-03 03:58:00.000,2014-06-03 04:09:00.000,2014-06-03 04:17:00.000,M1.3,"(-30, -5)",12077
2014-06-06,2014-06-06 19:26:00.000,2014-06-06 19:31:00.000,2014-06-06 19:33:00.000,M1.4,"(-25, -12)",12080
2014-06-10,2014-06-10 11:36:00.000,2014-06-10 11:42:00.000,2014-06-10 11:44:00.000,X2.2,"(-80, -15)",12087
2014-06-10,2014-06-10 12:36:00.000,2014-06-10 12:52:00.000,2014-06-10 13:03:00.000,X1.5,"(-82, -17)",12087
2014-06-11,2014-06-11 05:30:00.000,2014-06-11 05:34:00.000,2014-06-11 05:36:00.000,M1.8,"(35, -12)",12080
2014-06-11,2014-06-11 08:00:00.000,2014-06-11 08:09:00.000,2014-06-11 08:15:00.000,M3.0,"(-68, -14)",12087
2014-06-11,2014-06-11 08:59:00.000,2014-06-11 09:06:00.000,2014-06-11 09:10:00.000,X1.0,"(-65, -18)",12087
2014-06-11,2014-06-11 20:53:00.000,2014-06-11 21:03:00.000,2014-06-11 21:10:00.000,M3.9,"(-58, -21)",12087
2014-06-12,2014-06-12 04:14:00.000,2014-06-12 04:21:00.000,2014-06-12 04:26:00.000,M2.0,"(0, 0)",12087
2014-06-12,2014-06-12 09:23:00.000,2014-06-12 09:37:00.000,2014-06-12 09:42:00.000,M1.8,"(53, -25)",12085
2014-06-12,2014-06-12 10:14:00.000,2014-06-12 10:21:00.000,2014-06-12 10:27:00.000,M2.7,"(-52, -20)",12087
2014-06-12,2014-06-12 18:03:00.000,2014-06-12 18:13:00.000,2014-06-12 18:23:00.000,M1.3,"(-48, -19)",12087
2014-06-12,2014-06-12 19:56:00.000,2014-06-12 20:03:00.000,2014-06-12 20:05:00.000,M1.1,"(-5, 17)",12089
2014-06-12,2014-06-12 21:01:00.000,2014-06-12 21:13:00.000,2014-06-12 21:19:00.000,M1.0,"(-49, -22)",12087
2014-06-12,2014-06-12 21:34:00.000,2014-06-12 22:16:00.000,2014-06-12 22:52:00.000,M3.1,"(55, -20)",12085
2014-06-13,2014-06-13 07:49:00.000,2014-06-13 07:56:00.000,2014-06-13 07:59:00.000,M2.6,"(-40, -18)",12087
2014-06-14,2014-06-14 19:23:00.000,2014-06-14 19:29:00.000,2014-06-14 19:34:00.000,M1.4,"(0, 0)",0
2014-06-15,2014-06-15 11:10:00.000,2014-06-15 11:39:00.000,2014-06-15 11:50:00.000,M1.1,"(0, 0)",12085
2014-06-15,2014-06-15 23:50:00.000,2014-06-16 00:01:00.000,2014-06-16 00:17:00.000,M1.0,"(0, 0)",12087
2014-07-01,2014-07-01 11:05:00.000,2014-07-01 11:23:00.000,2014-07-01 11:59:00.000,M1.4,"(0, 0)",12106
2014-07-08,2014-07-08 16:06:00.000,2014-07-08 16:20:00.000,2014-07-08 16:30:00.000,M6.5,"(-56, 12)",12113
2014-07-09,2014-07-09 00:20:00.000,2014-07-09 00:26:00.000,2014-07-09 00:33:00.000,M1.2,"(0, 0)",12113
2014-07-10,2014-07-10 22:29:00.000,2014-07-10 22:34:00.000,2014-07-10 22:37:00.000,M1.5,"(0, 0)",12106
2014-07-31,2014-07-31 11:01:00.000,2014-07-31 11:14:00.000,2014-07-31 11:21:00.000,M2.5,"(0, 0)",12130
2014-08-01,2014-08-01 14:43:00.000,2014-08-01 14:48:00.000,2014-08-01 14:57:00.000,M2.0,"(0, 0)",12130
2014-08-01,2014-08-01 17:55:00.000,2014-08-01 18:13:00.000,2014-08-01 18:48:00.000,M1.5,"(0, 0)",12127
2014-08-21,2014-08-21 13:19:00.000,2014-08-21 13:31:00.000,2014-08-21 13:42:00.000,M3.4,"(-38, 6)",12149
2014-08-22,2014-08-22 06:18:00.000,2014-08-22 06:28:00.000,2014-08-22 06:34:00.000,M1.2,"(0, 0)",12149
2014-08-24,2014-08-24 12:00:00.000,2014-08-24 12:17:00.000,2014-08-24 12:25:00.000,M5.9,"(-75, -7)",12151
2014-08-25,2014-08-25 14:46:00.000,2014-08-25 15:11:00.000,2014-08-25 15:31:00.000,M2.0,"(36, 5)",12146
2014-08-25,2014-08-25 20:06:00.000,2014-08-25 20:21:00.000,2014-08-25 20:29:00.000,M3.9,"(0, 0)",12146
2014-09-03,2014-09-03 13:20:00.000,2014-09-03 13:54:00.000,2014-09-03 14:23:00.000,M2.5,"(18, -14)",12155
2014-09-06,2014-09-06 16:50:00.000,2014-09-06 17:09:00.000,2014-09-06 17:22:00.000,M1.1,"(-53, -14)",12157
2014-09-08,2014-09-08 23:12:00.000,2014-09-09 00:29:00.000,2014-09-09 01:31:00.000,M4.5,"(-29, 12)",12158
2014-09-10,2014-09-10 17:21:00.000,2014-09-10 17:45:00.000,2014-09-10 18:20:00.000,X1.6,"(-2, 14)",12158
2014-09-11,2014-09-11 15:20:00.000,2014-09-11 15:26:00.000,2014-09-11 15:31:00.000,M2.1,"(0, 0)",12166
2014-09-11,2014-09-11 21:01:00.000,2014-09-11 21:26:00.000,2014-09-11 21:30:00.000,M1.4,"(0, 0)",12166
2014-09-14,2014-09-14 02:03:00.000,2014-09-14 02:16:00.000,2014-09-14 02:36:00.000,M1.5,"(49, -13)",12157
2014-09-18,2014-09-18 08:37:00.000,2014-09-18 08:41:00.000,2014-09-18 08:53:00.000,M1.2,"(-70, 8)",12169
2014-09-23,2014-09-23 23:03:00.000,2014-09-23 23:16:00.000,2014-09-23 23:28:00.000,M2.3,"(-33, -13)",12172
2014-09-27,2014-09-27 08:32:00.000,2014-09-27 08:37:00.000,2014-09-27 08:40:00.000,M1.0,"(0, 0)",0
2014-09-28,2014-09-28 02:39:00.000,2014-09-28 02:58:00.000,2014-09-28 03:19:00.000,M5.1,"(23, -13)",12173
2014-09-28,2014-09-28 16:34:00.000,2014-09-28 17:33:00.000,2014-09-28 18:00:00.000,M1.0,"(30, -15)",12173
2014-10-02,2014-10-02 17:10:00.000,2014-10-02 17:44:00.000,2014-10-02 18:15:00.000,M1.5,"(76, -18)",12172
2014-10-02,2014-10-02 18:49:00.000,2014-10-02 19:01:00.000,2014-10-02 19:14:00.000,M7.3,"(82, -17)",12173
2014-10-09,2014-10-09 01:30:00.000,2014-10-09 01:43:00.000,2014-10-09 01:47:00.000,M1.3,"(45, -15)",12182
2014-10-09,2014-10-09 01:54:00.000,2014-10-09 01:58:00.000,2014-10-09 02:02:00.000,M1.4,"(0, 0)",12182
2014-10-09,2014-10-09 06:48:00.000,2014-10-09 06:59:00.000,2014-10-09 07:06:00.000,M1.2,"(46, -16)",12182
2014-10-14,2014-10-14 18:21:00.000,2014-10-14 18:37:00.000,2014-10-14 18:46:00.000,M1.1,"(0, 0)",0
2014-10-14,2014-10-14 19:07:00.000,2014-10-14 21:21:00.000,2014-10-15 00:19:00.000,M2.2,"(0, 0)",0
2014-10-16,2014-10-16 12:58:00.000,2014-10-16 13:03:00.000,2014-10-16 13:05:00.000,M4.3,"(0, 0)",12192
2014-10-18,2014-10-18 07:02:00.000,2014-10-18 07:58:00.000,2014-10-18 08:49:00.000,M1.6,"(-71, -13)",12192
2014-10-19,2014-10-19 04:17:00.000,2014-10-19 05:03:00.000,2014-10-19 05:48:00.000,X1.1,"(0, 0)",12192
2014-10-20,2014-10-20 09:00:00.000,2014-10-20 09:11:00.000,2014-10-20 09:20:00.000,M3.9,"(0, 0)",12192
2014-10-20,2014-10-20 16:00:00.000,2014-10-20 16:37:00.000,2014-10-20 16:55:00.000,M4.5,"(-37, -14)",12192
2014-10-20,2014-10-20 18:55:00.000,2014-10-20 19:02:00.000,2014-10-20 19:04:00.000,M1.4,"(0, 0)",12192
2014-10-20,2014-10-20 19:53:00.000,2014-10-20 20:04:00.000,2014-10-20 20:13:00.000,M1.7,"(0, 0)",12192
2014-10-20,2014-10-20 22:43:00.000,2014-10-20 22:55:00.000,2014-10-20 23:13:00.000,M1.2,"(-36, -14)",12192
2014-10-21,2014-10-21 13:35:00.000,2014-10-21 13:38:00.000,2014-10-21 13:40:00.000,M1.2,"(0, 0)",0
2014-10-22,2014-10-22 01:16:00.000,2014-10-22 01:59:00.000,2014-10-22 02:28:00.000,M8.7,"(0, 0)",12192
2014-10-22,2014-10-22 05:11:00.000,2014-10-22 05:17:00.000,2014-10-22 05:21:00.000,M2.7,"(0, 0)",12192
2014-10-22,2014-10-22 14:02:00.000,2014-10-22 14:28:00.000,2014-10-22 14:50:00.000,X1.6,"(-13, -14)",12192
2014-10-22,2014-10-22 15:51:00.000,2014-10-22 15:57:00.000,2014-10-22 16:03:00.000,M1.4,"(0, 0)",0
2014-10-23,2014-10-23 09:44:00.000,2014-10-23 09:50:00.000,2014-10-23 09:56:00.000,M1.1,"(-3, -16)",12192
2014-10-24,2014-10-24 07:37:00.000,2014-10-24 07:48:00.000,2014-10-24 07:53:00.000,M4.0,"(0, 0)",12192
2014-10-24,2014-10-24 21:07:00.000,2014-10-24 21:41:00.000,2014-10-24 22:13:00.000,X3.1,"(21, -16)",12192
2014-10-25,2014-10-25 16:55:00.000,2014-10-25 17:08:00.000,2014-10-25 18:11:00.000,X1.0,"(31, -16)",12192
2014-10-26,2014-10-26 10:04:00.000,2014-10-26 10:56:00.000,2014-10-26 11:18:00.000,X2.0,"(40, -18)",12192
2014-10-26,2014-10-26 17:08:00.000,2014-10-26 17:17:00.000,2014-10-26 17:30:00.000,M1.0,"(0, 0)",12192
2014-10-26,2014-10-26 18:07:00.000,2014-10-26 18:15:00.000,2014-10-26 18:20:00.000,M4.2,"(0, 0)",12192
2014-10-26,2014-10-26 18:43:00.000,2014-10-26 18:49:00.000,2014-10-26 18:56:00.000,M1.9,"(0, 0)",12192
2014-10-26,2014-10-26 19:59:00.000,2014-10-26 20:21:00.000,2014-10-26 20:45:00.000,M2.4,"(0, 0)",12192
2014-10-27,2014-10-27 00:06:00.000,2014-10-27 00:34:00.000,2014-10-27 00:44:00.000,M7.1,"(44, -14)",12192
2014-10-27,2014-10-27 01:44:00.000,2014-10-27 02:02:00.000,2014-10-27 02:11:00.000,M1.0,"(0, 0)",12192
2014-10-27,2014-10-27 03:35:00.000,2014-10-27 03:41:00.000,2014-10-27 03:48:00.000,M1.3,"(0, 0)",12192
2014-10-27,2014-10-27 09:59:00.000,2014-10-27 10:09:00.000,2014-10-27 10:26:00.000,M6.7,"(0, 0)",12192
2014-10-27,2014-10-27 14:12:00.000,2014-10-27 14:47:00.000,2014-10-27 15:09:00.000,X2.0,"(52, -17)",12192
2014-10-27,2014-10-27 17:33:00.000,2014-10-27 17:40:00.000,2014-10-27 17:47:00.000,M1.4,"(0, 0)",12192
2014-10-28,2014-10-28 02:15:00.000,2014-10-28 02:42:00.000,2014-10-28 03:08:00.000,M3.4,"(61, -14)",12192
2014-10-28,2014-10-28 03:23:00.000,2014-10-28 03:32:00.000,2014-10-28 03:41:00.000,M6.6,"(0, 0)",12192
2014-10-28,2014-10-28 13:54:00.000,2014-10-28 14:06:00.000,2014-10-28 14:23:00.000,M1.6,"(0, 0)",12192
2014-10-29,2014-10-29 06:03:00.000,2014-10-29 08:20:00.000,2014-10-29 08:52:00.000,M1.0,"(0, 0)",12192
2014-10-29,2014-10-29 09:54:00.000,2014-10-29 10:01:00.000,2014-10-29 10:06:00.000,M1.2,"(0, 0)",12192
2014-10-29,2014-10-29 14:24:00.000,2014-10-29 14:33:00.000,2014-10-29 14:51:00.000,M1.4,"(81, -16)",12192
2014-10-29,2014-10-29 16:06:00.000,2014-10-29 16:20:00.000,2014-10-29 16:33:00.000,M1.0,"(0, 0)",12192
2014-10-29,2014-10-29 18:47:00.000,2014-10-29 18:50:00.000,2014-10-29 18:52:00.000,M1.3,"(0, 0)",12192
2014-10-29,2014-10-29 21:18:00.000,2014-10-29 21:22:00.000,2014-10-29 21:25:00.000,M2.3,"(0, 0)",12192
2014-10-30,2014-10-30 00:34:00.000,2014-10-30 00:37:00.000,2014-10-30 00:40:00.000,M1.3,"(0, 0)",12192
2014-10-30,2014-10-30 01:19:00.000,2014-10-30 01:35:00.000,2014-10-30 01:56:00.000,M3.5,"(0, 0)",12192
2014-10-30,2014-10-30 04:17:00.000,2014-10-30 04:28:00.000,2014-10-30 04:36:00.000,M1.2,"(-62, -16)",12192
2014-11-03,2014-11-03 11:23:00.000,2014-11-03 11:53:00.000,2014-11-03 12:17:00.000,M2.2,"(0, 0)",12205
2014-11-03,2014-11-03 22:15:00.000,2014-11-03 22:40:00.000,2014-11-03 22:53:00.000,M6.5,"(0, 0)",12205
2014-11-04,2014-11-04 07:59:00.000,2014-11-04 08:38:00.000,2014-11-04 08:51:00.000,M2.6,"(-82, 15)",12205
2014-11-04,2014-11-04 08:52:00.000,2014-11-04 09:04:00.000,2014-11-04 09:13:00.000,M2.3,"(-82, 15)",12205
2014-11-05,2014-11-05 09:26:00.000,2014-11-05 09:47:00.000,2014-11-05 09:55:00.000,M7.9,"(0, 0)",12205
2014-11-05,2014-11-05 18:50:00.000,2014-11-05 19:44:00.000,2014-11-05 20:15:00.000,M2.9,"(-65, 17)",12205
2014-11-06,2014-11-06 01:29:00.000,2014-11-06 01:39:00.000,2014-11-06 01:54:00.000,M3.2,"(-58, 15)",12205
2014-11-06,2014-11-06 03:32:00.000,2014-11-06 03:46:00.000,2014-11-06 04:02:00.000,M5.4,"(-58, 17)",12205
2014-11-06,2014-11-06 21:53:00.000,2014-11-06 22:16:00.000,2014-11-06 22:34:00.000,M2.5,"(-45, 14)",12205
2014-11-07,2014-11-07 02:05:00.000,2014-11-07 02:49:00.000,2014-11-07 03:32:00.000,M2.7,"(-50, 17)",12205
2014-11-07,2014-11-07 04:12:00.000,2014-11-07 04:25:00.000,2014-11-07 04:38:00.000,M2.0,"(0, 0)",12205
2014-11-07,2014-11-07 10:13:00.000,2014-11-07 10:22:00.000,2014-11-07 10:30:00.000,M1.0,"(-43, 15)",12205
2014-11-07,2014-11-07 16:53:00.000,2014-11-07 17:26:00.000,2014-11-07 17:34:00.000,X1.6,"(0, 0)",12205
2014-11-09,2014-11-09 15:24:00.000,2014-11-09 15:32:00.000,2014-11-09 15:38:00.000,M2.3,"(-14, 18)",12205
2014-11-15,2014-11-15 11:40:00.000,2014-11-15 12:03:00.000,2014-11-15 12:10:00.000,M3.2,"(-63, -9)",12209
2014-11-15,2014-11-15 20:38:00.000,2014-11-15 20:46:00.000,2014-11-15 20:50:00.000,M3.7,"(-63, -13)",12209
2014-11-16,2014-11-16 17:35:00.000,2014-11-16 17:48:00.000,2014-11-16 17:57:00.000,M5.7,"(0, 0)",12209
2014-12-01,2014-12-01 06:26:00.000,2014-12-01 06:41:00.000,2014-12-01 06:59:00.000,M1.8,"(-17, -21)",12222
2014-12-04,2014-12-04 08:00:00.000,2014-12-04 08:10:00.000,2014-12-04 08:21:00.000,M1.3,"(27, -24)",12222
2014-12-04,2014-12-04 18:05:00.000,2014-12-04 18:25:00.000,2014-12-04 18:56:00.000,M6.1,"(0, 0)",12222
2014-12-04,2014-12-04 19:38:00.000,2014-12-04 19:41:00.000,2014-12-04 19:44:00.000,M1.3,"(0, 0)",12222
2014-12-05,2014-12-05 11:33:00.000,2014-12-05 12:25:00.000,2014-12-05 12:47:00.000,M1.5,"(0, 0)",12222
2014-12-13,2014-12-13 05:13:00.000,2014-12-13 05:20:00.000,2014-12-13 05:25:00.000,M1.5,"(0, 0)",12241
2014-12-14,2014-12-14 19:25:00.000,2014-12-14 19:33:00.000,2014-12-14 19:39:00.000,M1.6,"(-44, -19)",12242
2014-12-17,2014-12-17 00:57:00.000,2014-12-17 01:10:00.000,2014-12-17 01:20:00.000,M1.5,"(-10, -25)",12242
2014-12-17,2014-12-17 01:41:00.000,2014-12-17 01:50:00.000,2014-12-17 01:57:00.000,M1.1,"(-33, -11)",12241
2014-12-17,2014-12-17 04:25:00.000,2014-12-17 04:51:00.000,2014-12-17 05:20:00.000,M8.7,"(-9, -20)",12242
2014-12-17,2014-12-17 18:54:00.000,2014-12-17 19:01:00.000,2014-12-17 19:20:00.000,M1.4,"(-24, -10)",12241
2014-12-18,2014-12-18 21:41:00.000,2014-12-18 21:58:00.000,2014-12-18 22:25:00.000,M6.9,"(0, 0)",12241
2014-12-19,2014-12-19 09:31:00.000,2014-12-19 09:44:00.000,2014-12-19 09:54:00.000,M1.3,"(27, -19)",12242
2014-12-20,2014-12-20 00:11:00.000,2014-12-20 00:28:00.000,2014-12-20 00:55:00.000,X1.8,"(24, -21)",12242
2014-12-21,2014-12-21 07:18:00.000,2014-12-21 07:32:00.000,2014-12-21 07:51:00.000,M1.2,"(0, 0)",12242
2014-12-21,2014-12-21 11:24:00.000,2014-12-21 12:17:00.000,2014-12-21 12:57:00.000,M1.0,"(0, 0)",12241
2014-12-22,2014-12-22 01:33:00.000,2014-12-22 01:49:00.000,2014-12-22 01:59:00.000,M1.0,"(54, -19)",12242
2014-12-27,2014-12-27 02:03:00.000,2014-12-27 02:16:00.000,2014-12-27 02:24:00.000,M2.2,"(48, -11)",12249
2015-01-03,2015-01-03 09:40:00.000,2015-01-03 09:47:00.000,2015-01-03 09:50:00.000,M1.1,"(-17, -4)",12253
2015-01-04,2015-01-04 15:18:00.000,2015-01-04 15:36:00.000,2015-01-04 15:53:00.000,M1.3,"(-2, -7)",12253
2015-01-13,2015-01-13 04:13:00.000,2015-01-13 04:24:00.000,2015-01-13 04:38:00.000,M5.6,"(70, 6)",12257
2015-01-13,2015-01-13 04:46:00.000,2015-01-13 04:58:00.000,2015-01-13 05:10:00.000,M4.9,"(0, 0)",12257
2015-01-14,2015-01-14 12:30:00.000,2015-01-14 12:58:00.000,2015-01-14 13:08:00.000,M2.2,"(0, 0)",12257
2015-01-22,2015-01-22 04:43:00.000,2015-01-22 04:52:00.000,2015-01-22 05:02:00.000,M1.4,"(0, 0)",12268
2015-01-26,2015-01-26 16:46:00.000,2015-01-26 16:53:00.000,2015-01-26 16:58:00.000,M1.1,"(0, 0)",12268
2015-01-28,2015-01-28 04:21:00.000,2015-01-28 04:41:00.000,2015-01-28 04:55:00.000,M1.4,"(-9, -9)",12268
